#curie_map:
#  skos: http://www.w3.org/2004/02/skos/core#
#  nist: https://airc.nist.gov/
#  owasp: https://genai.owasp.org/
#  ail: https://ailuminate.mlcommons.org/
#  atlas: https://www.ibm.com/docs/en/watsonx/saas?topic=ai-risk-atlas
#  credo: https://www.credoai.com/
#  mit: https://airisk.mit.edu/
#mapping_set_id: risk_to_category
#mapping_set_description: Maps specific AI risks to category-level taxonomy risks (NIST AI RMF, OWASP Top 10 LLM, AILuminate)
#license: https://creativecommons.org/licenses/by/4.0/

subject_id	subject_source	predicate_id	object_id	object_source	mapping_justification
ai-risk-taxonomy-automated-social-media-posts	ai-risk-taxonomy	skos:broadMatch	llm092025-misinformation	owasp-llm-2.0	# Manipulation  -  misrepresentation via LLM-generated content
ai-risk-taxonomy-beautifying-and-whitewashing-acts-of-war-or-aggression	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Violence and extremism  -  depicting violence, terrorism, weapons
ai-risk-taxonomy-beliefs	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Hate speech, harassment, harmful beliefs, offensive language
ai-risk-taxonomy-belittling-victimhood-or-violent-events	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Violence and extremism  -  depicting violence, terrorism, weapons
ai-risk-taxonomy-bioweapons/viruses/gain-of-function	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Violence and extremism  -  depicting violence, terrorism, weapons
ai-risk-taxonomy-bioweapons/viruses/gain-of-function	ai-risk-taxonomy	skos:broadMatch	nist-cbrn-information-or-capabilities	nist-ai-rmf	# Weapons development including bioweapons, explosives, CBRN
ai-risk-taxonomy-bodily-destruction	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Violence and extremism  -  depicting violence, terrorism, weapons
ai-risk-taxonomy-bodily-mutilation	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Violence and extremism  -  depicting violence, terrorism, weapons
ai-risk-taxonomy-building-products-for-political-campaigning-or-lobbying	ai-risk-taxonomy	skos:relatedMatch	nist-information-integrity	nist-ai-rmf	# Political usage  -  election interference, lobbying, persuasion
ai-risk-taxonomy-building-services-targeting-minors/failure-to-employ-age-gating	ai-risk-taxonomy	skos:broadMatch	nist-obscene-degrading-and-or-abusive-content	nist-ai-rmf	# Child harm content  -  CSAM, grooming, exploitation
ai-risk-taxonomy-building-services-to-present-a-persona-of-minor	ai-risk-taxonomy	skos:broadMatch	nist-obscene-degrading-and-or-abusive-content	nist-ai-rmf	# Child harm content  -  CSAM, grooming, exploitation
ai-risk-taxonomy-building-systems-for-political-campaigning-or-lobbying	ai-risk-taxonomy	skos:relatedMatch	nist-information-integrity	nist-ai-rmf	# Political usage  -  election interference, lobbying, persuasion
ai-risk-taxonomy-bullying	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Hate speech, harassment, harmful beliefs, offensive language
ai-risk-taxonomy-caste	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Hate speech, harassment, harmful beliefs, offensive language
ai-risk-taxonomy-cause-harmful-labor-force-disruptions	ai-risk-taxonomy	skos:relatedMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Economic harm  -  schemes, unfair markets, worker disempowerment
ai-risk-taxonomy-characterization-of-identity---age	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-characterization-of-identity---beliefs	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-characterization-of-identity---caste	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-characterization-of-identity---color	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-characterization-of-identity---disability	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-characterization-of-identity---ethnicity	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-characterization-of-identity---gender	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-characterization-of-identity---genetic-information	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-characterization-of-identity---geographic-region	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-characterization-of-identity---health-conditions	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-characterization-of-identity---mental-characteristics	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-characterization-of-identity---nationality	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-characterization-of-identity---occupation	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-characterization-of-identity---physical-characteristics	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-characterization-of-identity---predicted-personality	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-characterization-of-identity---pregnancy-status	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-characterization-of-identity---race	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-characterization-of-identity---religion	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-characterization-of-identity---sexual-orientation	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-characterization-of-identity---social-behaviors	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-chemical-weapons	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Violence and extremism  -  depicting violence, terrorism, weapons
ai-risk-taxonomy-chemical-weapons	ai-risk-taxonomy	skos:broadMatch	nist-cbrn-information-or-capabilities	nist-ai-rmf	# Weapons development including bioweapons, explosives, CBRN
ai-risk-taxonomy-classification-of-individuals---age	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-classification-of-individuals---beliefs	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-classification-of-individuals---caste	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-classification-of-individuals---color	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-classification-of-individuals---disability	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-classification-of-individuals---ethnicity	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-classification-of-individuals---gender	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-classification-of-individuals---genetic-information	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-classification-of-individuals---geographic-region	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-classification-of-individuals---health-conditions	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-classification-of-individuals---mental-characteristics	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-classification-of-individuals---nationality	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-classification-of-individuals---occupation	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-classification-of-individuals---physical-characteristics	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-classification-of-individuals---predicted-personality	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-classification-of-individuals---pregnancy-status	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-classification-of-individuals---race	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-classification-of-individuals---religion	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-classification-of-individuals---sexual-orientation	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-classification-of-individuals---social-behaviors	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-color	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Hate speech, harassment, harmful beliefs, offensive language
ai-risk-taxonomy-communication-systems	ai-risk-taxonomy	skos:relatedMatch	nist-human-ai-configuration	nist-ai-rmf	# Operational misuses  -  regulated advice, unsafe automated systems
ai-risk-taxonomy-content-abetting/involving/furthering-activities-violating-any-applicable-law	ai-risk-taxonomy	skos:relatedMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Criminal activities  -  trafficking, exploitation, illegal goods
ai-risk-taxonomy-content-to-divert-attention-from-harmful-actions	ai-risk-taxonomy	skos:broadMatch	nist-information-integrity	nist-ai-rmf	# Manipulation  -  sowing division, misrepresentation
ai-risk-taxonomy-content-to-divert-attention-from-harmful-actions	ai-risk-taxonomy	skos:broadMatch	llm092025-misinformation	owasp-llm-2.0	# Manipulation  -  misrepresentation via LLM-generated content
ai-risk-taxonomy-contents-aim-to-turn-a-community-against-itself.	ai-risk-taxonomy	skos:broadMatch	nist-information-integrity	nist-ai-rmf	# Manipulation  -  sowing division, misrepresentation
ai-risk-taxonomy-contents-aim-to-turn-a-community-against-itself.	ai-risk-taxonomy	skos:broadMatch	llm092025-misinformation	owasp-llm-2.0	# Manipulation  -  misrepresentation via LLM-generated content
ai-risk-taxonomy-control-override-(safety/privacy-filters)	ai-risk-taxonomy	skos:broadMatch	nist-information-security	nist-ai-rmf	# CIA-model security risks  -  confidentiality, integrity, availability
ai-risk-taxonomy-control-override-(safety/privacy-filters)	ai-risk-taxonomy	skos:broadMatch	llm01-prompt-injection	owasp-llm-2.0	# Upgraded: bypassing safety/privacy filters via adversarial input is a specific form of prompt injection
ai-risk-taxonomy-criminal-justice/predictive-policing	ai-risk-taxonomy	skos:relatedMatch	nist-human-ai-configuration	nist-ai-rmf	# Operational misuses  -  regulated advice, unsafe automated systems
ai-risk-taxonomy-criminal-organization	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Violence and extremism  -  depicting violence, terrorism, weapons
ai-risk-taxonomy-csam	ai-risk-taxonomy	skos:broadMatch	nist-obscene-degrading-and-or-abusive-content	nist-ai-rmf	# Child harm content  -  CSAM, grooming, exploitation
ai-risk-taxonomy-cursing	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Hate speech, harassment, harmful beliefs, offensive language
ai-risk-taxonomy-cutting	ai-risk-taxonomy	skos:relatedMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Self-harm content  -  suicide, self-injury, eating disorders
ai-risk-taxonomy-damaging-state-honor	ai-risk-taxonomy	skos:relatedMatch	nist-information-integrity	nist-ai-rmf	# Political usage  -  election interference, lobbying, persuasion
ai-risk-taxonomy-damaging-state-interests	ai-risk-taxonomy	skos:relatedMatch	nist-information-integrity	nist-ai-rmf	# Political usage  -  election interference, lobbying, persuasion
ai-risk-taxonomy-data-tampering	ai-risk-taxonomy	skos:broadMatch	nist-information-security	nist-ai-rmf	# CIA-model security risks  -  confidentiality, integrity, availability
ai-risk-taxonomy-data-tampering	ai-risk-taxonomy	skos:relatedMatch	llm01-prompt-injection	owasp-llm-2.0	# CIA security risks  -  loosely related to LLM attack surface
ai-risk-taxonomy-denying-or-minimizing	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Violence and extremism  -  depicting violence, terrorism, weapons
ai-risk-taxonomy-derogatory-comments	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Hate speech, harassment, harmful beliefs, offensive language
ai-risk-taxonomy-deterring-participation-in-democratic-processes	ai-risk-taxonomy	skos:relatedMatch	nist-information-integrity	nist-ai-rmf	# Political usage  -  election interference, lobbying, persuasion
ai-risk-taxonomy-disability	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Hate speech, harassment, harmful beliefs, offensive language
ai-risk-taxonomy-discouraging-voting	ai-risk-taxonomy	skos:relatedMatch	nist-information-integrity	nist-ai-rmf	# Political usage  -  election interference, lobbying, persuasion
ai-risk-taxonomy-discrimination-in-employment,-benefits,-or-services---age	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-discrimination-in-employment,-benefits,-or-services---beliefs	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-discrimination-in-employment,-benefits,-or-services---caste	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-discrimination-in-employment,-benefits,-or-services---color	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-discrimination-in-employment,-benefits,-or-services---disability	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-discrimination-in-employment,-benefits,-or-services---ethnicity	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-discrimination-in-employment,-benefits,-or-services---gender	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-discrimination-in-employment,-benefits,-or-services---genetic-information	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-discrimination-in-employment,-benefits,-or-services---geographic-region	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-discrimination-in-employment,-benefits,-or-services---health-conditions	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-discrimination-in-employment,-benefits,-or-services---mental-characteristics	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-discrimination-in-employment,-benefits,-or-services---nationality	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-discrimination-in-employment,-benefits,-or-services---occupation	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-discrimination-in-employment,-benefits,-or-services---physical-characteristics	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-discrimination-in-employment,-benefits,-or-services---predicted-personality	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-discrimination-in-employment,-benefits,-or-services---pregnancy-status	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-discrimination-in-employment,-benefits,-or-services---race	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-discrimination-in-employment,-benefits,-or-services---religion	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-discrimination-in-employment,-benefits,-or-services---sexual-orientation	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-discrimination-in-employment,-benefits,-or-services---social-behaviors	ai-risk-taxonomy	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Discrimination across protected characteristics
ai-risk-taxonomy-disparagement	ai-risk-taxonomy	skos:relatedMatch	nist-information-integrity	nist-ai-rmf	# Defamation  -  libel, slander, disparagement
ai-risk-taxonomy-doxing	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Hate speech, harassment, harmful beliefs, offensive language
ai-risk-taxonomy-drugs	ai-risk-taxonomy	skos:relatedMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Criminal activities  -  trafficking, exploitation, illegal goods
ai-risk-taxonomy-eating-disorders-(anorexia/-bulimia)	ai-risk-taxonomy	skos:relatedMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Self-harm content  -  suicide, self-injury, eating disorders
ai-risk-taxonomy-education-eligibility	ai-risk-taxonomy	skos:relatedMatch	nist-human-ai-configuration	nist-ai-rmf	# Operational misuses  -  regulated advice, unsafe automated systems
ai-risk-taxonomy-emergency-services	ai-risk-taxonomy	skos:relatedMatch	nist-human-ai-configuration	nist-ai-rmf	# Operational misuses  -  regulated advice, unsafe automated systems
ai-risk-taxonomy-employment	ai-risk-taxonomy	skos:relatedMatch	nist-human-ai-configuration	nist-ai-rmf	# Operational misuses  -  regulated advice, unsafe automated systems
ai-risk-taxonomy-encourage-undue-worker-surveillance	ai-risk-taxonomy	skos:relatedMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Economic harm  -  schemes, unfair markets, worker disempowerment
ai-risk-taxonomy-energy/electrical-grids	ai-risk-taxonomy	skos:relatedMatch	nist-human-ai-configuration	nist-ai-rmf	# Operational misuses  -  regulated advice, unsafe automated systems
ai-risk-taxonomy-environmental	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Violence and extremism  -  depicting violence, terrorism, weapons
ai-risk-taxonomy-erotic-chats	ai-risk-taxonomy	skos:broadMatch	nist-obscene-degrading-and-or-abusive-content	nist-ai-rmf	# Sexual content  -  adult, erotic, non-consensual nudity
ai-risk-taxonomy-ethnicity	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Hate speech, harassment, harmful beliefs, offensive language
ai-risk-taxonomy-exploiting-advantages-for-monopolistic-practices	ai-risk-taxonomy	skos:relatedMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Economic harm  -  schemes, unfair markets, worker disempowerment
ai-risk-taxonomy-exploiting-or-harming-minors	ai-risk-taxonomy	skos:broadMatch	nist-obscene-degrading-and-or-abusive-content	nist-ai-rmf	# Child harm content  -  CSAM, grooming, exploitation
ai-risk-taxonomy-explosives/dangerous-materials	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Violence and extremism  -  depicting violence, terrorism, weapons
ai-risk-taxonomy-explosives/dangerous-materials	ai-risk-taxonomy	skos:broadMatch	nist-cbrn-information-or-capabilities	nist-ai-rmf	# Weapons development including bioweapons, explosives, CBRN
ai-risk-taxonomy-extremism	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Violence and extremism  -  depicting violence, terrorism, weapons
ai-risk-taxonomy-fake-online-engagement-(fake-reviews,-fake-grassroots-support)	ai-risk-taxonomy	skos:broadMatch	nist-information-integrity	nist-ai-rmf	# Deception  -  fraud, phishing, mis/disinformation
ai-risk-taxonomy-fake-online-engagement-(fake-reviews,-fake-grassroots-support)	ai-risk-taxonomy	skos:broadMatch	llm092025-misinformation	owasp-llm-2.0	# Deception  -  fraud, mis/disinformation via LLM
ai-risk-taxonomy-fetishes	ai-risk-taxonomy	skos:broadMatch	nist-obscene-degrading-and-or-abusive-content	nist-ai-rmf	# Sexual content  -  adult, erotic, non-consensual nudity
ai-risk-taxonomy-financial	ai-risk-taxonomy	skos:relatedMatch	nist-human-ai-configuration	nist-ai-rmf	# Operational misuses  -  regulated advice, unsafe automated systems
ai-risk-taxonomy-financing-eligibility/creditworthiness	ai-risk-taxonomy	skos:relatedMatch	nist-human-ai-configuration	nist-ai-rmf	# Operational misuses  -  regulated advice, unsafe automated systems
ai-risk-taxonomy-gambling-(e.g.,-sports-betting)	ai-risk-taxonomy	skos:relatedMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Economic harm  -  schemes, unfair markets, worker disempowerment
ai-risk-taxonomy-gender	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Hate speech, harassment, harmful beliefs, offensive language
ai-risk-taxonomy-generating-high-volume-campaign-materials	ai-risk-taxonomy	skos:relatedMatch	nist-information-integrity	nist-ai-rmf	# Political usage  -  election interference, lobbying, persuasion
ai-risk-taxonomy-generating-or-promoting-misinformation	ai-risk-taxonomy	skos:broadMatch	nist-information-integrity	nist-ai-rmf	# Deception  -  fraud, phishing, mis/disinformation
ai-risk-taxonomy-generating-or-promoting-misinformation	ai-risk-taxonomy	skos:broadMatch	llm092025-misinformation	owasp-llm-2.0	# Deception  -  fraud, mis/disinformation via LLM
ai-risk-taxonomy-genetic-information	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Hate speech, harassment, harmful beliefs, offensive language
ai-risk-taxonomy-geographic-region	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Hate speech, harassment, harmful beliefs, offensive language
ai-risk-taxonomy-glorifying-violence,-abuse,-or-the-suffering-of-others	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Violence and extremism  -  depicting violence, terrorism, weapons
ai-risk-taxonomy-government-services	ai-risk-taxonomy	skos:relatedMatch	nist-human-ai-configuration	nist-ai-rmf	# Operational misuses  -  regulated advice, unsafe automated systems
ai-risk-taxonomy-grooming	ai-risk-taxonomy	skos:broadMatch	nist-obscene-degrading-and-or-abusive-content	nist-ai-rmf	# Child harm content  -  CSAM, grooming, exploitation
ai-risk-taxonomy-guns	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Violence and extremism  -  depicting violence, terrorism, weapons
ai-risk-taxonomy-guns	ai-risk-taxonomy	skos:broadMatch	nist-cbrn-information-or-capabilities	nist-ai-rmf	# Weapons development including bioweapons, explosives, CBRN
ai-risk-taxonomy-health-conditions	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Hate speech, harassment, harmful beliefs, offensive language
ai-risk-taxonomy-heavy-machinery	ai-risk-taxonomy	skos:relatedMatch	nist-human-ai-configuration	nist-ai-rmf	# Operational misuses  -  regulated advice, unsafe automated systems
ai-risk-taxonomy-honor-rights	ai-risk-taxonomy	skos:relatedMatch	nist-intellectual-property	nist-ai-rmf	# Fundamental rights including IP, portrait, reputation rights
ai-risk-taxonomy-housing-eligibility	ai-risk-taxonomy	skos:relatedMatch	nist-human-ai-configuration	nist-ai-rmf	# Operational misuses  -  regulated advice, unsafe automated systems
ai-risk-taxonomy-human-trafficking	ai-risk-taxonomy	skos:relatedMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Criminal activities  -  trafficking, exploitation, illegal goods
ai-risk-taxonomy-humiliation	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Hate speech, harassment, harmful beliefs, offensive language
ai-risk-taxonomy-impersonating-humans	ai-risk-taxonomy	skos:broadMatch	nist-information-integrity	nist-ai-rmf	# Manipulation  -  sowing division, misrepresentation
ai-risk-taxonomy-impersonating-humans	ai-risk-taxonomy	skos:broadMatch	llm092025-misinformation	owasp-llm-2.0	# Manipulation  -  misrepresentation via LLM-generated content
ai-risk-taxonomy-impersonating-others	ai-risk-taxonomy	skos:broadMatch	nist-information-integrity	nist-ai-rmf	# Deception  -  fraud, phishing, mis/disinformation
ai-risk-taxonomy-impersonating-others	ai-risk-taxonomy	skos:broadMatch	llm092025-misinformation	owasp-llm-2.0	# Deception  -  fraud, mis/disinformation via LLM
ai-risk-taxonomy-inciting-unlawful-assemblies	ai-risk-taxonomy	skos:relatedMatch	nist-information-integrity	nist-ai-rmf	# Political usage  -  election interference, lobbying, persuasion
ai-risk-taxonomy-inciting-unlawful-associations	ai-risk-taxonomy	skos:relatedMatch	nist-information-integrity	nist-ai-rmf	# Political usage  -  election interference, lobbying, persuasion
ai-risk-taxonomy-inciting-unlawful-demonstrations	ai-risk-taxonomy	skos:relatedMatch	nist-information-integrity	nist-ai-rmf	# Political usage  -  election interference, lobbying, persuasion
